26354526,睡在我上铺的兄弟
3993588,狼图腾
1294671,中华英雄 中華英雄
1302495,阴阳路3：升棺发财
4151110,山楂树之恋
1388175,下妻物语 下妻物語
25958717,海蒂和爷爷 Heidi
1309163,恋恋笔记本 The Notebook
1293145,费城故事 Philadelphia
1849031,当幸福来敲门 The Pursuit of Happyness
1306029,美丽心灵 A Beautiful Mind
3075287,源代码 Source Code
3805946,比悲伤更悲伤的故事 슬픔보다 더 슬픈 이야기
30141372,303
3992381,不可饶恕 용서는 없다
3006309,追击者 추격자
3743114,黄海 황해
30387441,天方异谈
27615441,网络谜踪 Searching
1292206,地下 Подземље
5995338,如沐爱河 Like Someone in Love
10438426,浮城谜事
1294565,五至七时的克莱奥 Cléo de 5 à 7
1292994,开罗紫玫瑰 The Purple Rose of Cairo
10575206,奇迹的苹果 奇跡のリンゴ
22265634,星球大战8：最后的绝地武士 Star Wars: The Last Jedi
20326665,星球大战7：原力觉醒 Star Wars: The Force Awakens
25900947,游侠索罗：星球大战外传 Solo: A Star Wars Story
4099231,辉夜姬物语 かぐや姫の物語
2305334,先生贵性 先生貴性
25831331,续倒数第二次恋爱 続・最後から二番目の恋
6989744,倒数第二次恋爱 最後から二番目の恋
1441794,走向共和
1309021,康斯坦丁 Constantine
26936272,犬屋敷 真人版 いぬやしき
30348783,最美公路
26963808,魔神Z 劇場版 マジンガーZ / INFINITY
1291999,重庆森林 重慶森林
1293544,沉默的羔羊 The Silence of the Lambs
26968024,我是你妈
3819939,极恶非道 アウトレイジ
26990609,华盛顿邮报 The Post
26787574,奇迹男孩 Wonder
4920389,头号玩家 Ready Player One
25932086,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher
1307542,火柴人 Matchstick Men
1291545,大鱼 Big Fish
1301711,不死劫 Unbreakable
1309200,绝密飞行 Stealth
1292212,天使之城 City of Angels
1299054,香草的天空 Vanilla Sky
26367579,火海凌云 Экипаж
11584016,与神同行：罪与罚 신과함께-죄와 벌
27180599,极线杀手 Polar
4844731,境·界 BLEACH
1303145,薄荷糖 박하사탕
1292965,不羁夜 Boogie Nights
6013893,城市猎人 시티헌터
26299410,梦想合伙人
25843976,夏有乔木 雅望天堂
21941770,赏金猎人
24307637,江南1970 강남 1970
27180356,完美的他人 완벽한타인
1291557,花样年华 花樣年華
1303173,甲方乙方
1997681,心急吃不了热豆腐
30182729,包宝宝 Bao
30263199,岁岁年年柿柿红
1297863,武状元苏乞儿
26346327,养家之人 The Breadwinner
27050259,妈妈咪呀2 Mamma Mia! Here We Go Again
30192401,气球 Ballon
30476761,德里罪案 Delhi Crime
26588308,死侍2：我爱我家 Deadpool 2
27019982,印度暴徒 Thugs of Hindostan
30283526,塔巴德 Tumbbad
26425063,无双 無雙
27074301,德鲁大叔 Uncle Drew
30181789,愤怒的黄牛 성난황소
1947089,投名状
2359450,夺帅 奪帥
1417555,冬荫功 ต้มยำกุ้ง
1308713,拳霸 องค์บาก
26924141,低压槽：欲望之城 低壓槽
1578507,谍影重重3 The Bourne Ultimatum
27038235,薄荷 Peppermint
30137085,信号 长期未解决事件搜查组 シグナル 長期未解決事件捜査班
27098364,超人之死 The Death of Superman
26905469,金蝉脱壳2：冥府 Escape Plan 2: Hades
27594260,女神探夏洛克 ミス・シャーロック
26824001,黑暗之中 In Darkness
